id,date,value
D10,2015-02-27,2280.8
D10,2015-02-28,2292.7
D10,2015-03-01,2290.7
D10,2015-03-02,2305.7
D10,2015-03-03,2330.9
D10,2015-03-04,2343
D10,2015-03-05,2363.4
D10,2015-03-06,2348.8
D10,2015-03-07,2344.3
D10,2015-03-08,2324.8
D10,2015-03-09,2310.9
D10,2015-03-10,2322.8
D10,2015-03-11,2333.1
D10,2015-03-12,2303.1
D10,2015-03-13,2322.9
D10,2015-03-14,2333.4
D10,2015-03-15,2340.7
D10,2015-03-16,2338.7
D10,2015-03-17,2367.2
D10,2015-03-18,2361.2
D10,2015-03-19,2364.3
D10,2015-03-20,2344.2
D10,2015-03-21,2340.7
D10,2015-03-22,2334
D10,2015-03-23,2327.1
D10,2015-03-24,2315.9
D10,2015-03-25,2367.4
D10,2015-03-26,2345.3
D10,2015-03-27,2290.5
D10,2015-03-28,2313.7
D10,2015-03-29,2330.5
D10,2015-03-30,2355.7
D10,2015-03-31,2392.4
D10,2015-04-01,2396.3
D10,2015-04-02,2390.6
D10,2015-04-03,2404.1
D10,2015-04-04,2378.9
D10,2015-04-05,2351.1
D10,2015-04-06,2378.4
D10,2015-04-07,2383.1
D10,2015-04-08,2394.9
D10,2015-04-09,2418.2
D10,2015-04-10,2435.6
D10,2015-04-11,2446.4
D10,2015-04-12,2490.7
D10,2015-04-13,2499.8
D10,2015-04-14,2480.2
D10,2015-04-15,2422.1
D10,2015-04-16,2252.3
D10,2015-04-17,2318.8
D10,2015-04-18,2249.3
D10,2015-04-19,2290.9
D10,2015-04-20,2319.5
D10,2015-04-21,2315.5
D10,2015-04-22,2284
D10,2015-04-23,2299.4
D10,2015-04-24,2345.2
D10,2015-04-25,2325
D10,2015-04-26,2340.5
D10,2015-04-27,2391.4
D10,2015-04-28,2328
D10,2015-04-29,2335.6
D10,2015-04-30,2368.4
D10,2015-05-01,2375.9
D10,2015-05-02,2374.1
D10,2015-05-03,2397.2
D10,2015-05-04,2385.9
D10,2015-05-05,2386.3
D10,2015-05-06,2332.6
D10,2015-05-07,2305.7
D10,2015-05-08,2267.9
D10,2015-05-09,2303.2
D10,2015-05-10,2280.5
D10,2015-05-11,2201.4
D10,2015-05-12,2185.1
D10,2015-05-13,2207.9
D10,2015-05-14,2200.5
D10,2015-05-15,2270.6
D10,2015-05-16,2301.8
D10,2015-05-17,2274.1
D10,2015-05-18,2296.8
D10,2015-05-19,2326.6
D10,2015-05-20,2324.2
D10,2015-05-21,2315.4
D10,2015-05-22,2296.6
D10,2015-05-23,2268.8
D10,2015-05-24,2292.2
D10,2015-05-25,2291.6
D10,2015-05-26,2301.7
D10,2015-05-27,2331.9
D10,2015-05-28,2307.2
D10,2015-05-29,2327.6
D10,2015-05-30,2338.3
D10,2015-05-31,2304.2
D10,2015-06-01,2288.6
D10,2015-06-02,2316.9
D10,2015-06-03,2280.7
D10,2015-06-04,2315.6
D10,2015-06-05,2333
D10,2015-06-06,2337.6
D10,2015-06-07,2330.3
D10,2015-06-08,2330.6
D10,2015-06-09,2317.4
D10,2015-06-10,2293.2
D10,2015-06-11,2333.5
D10,2015-06-12,2341.3
D10,2015-06-13,2310.6
D10,2015-06-14,2296.8
D10,2015-06-15,2356.1
D10,2015-06-16,2359.2
D10,2015-06-17,2410.2
D10,2015-06-18,2420.5
D10,2015-06-19,2423.1
D10,2015-06-20,2407.2
D10,2015-06-21,2434.8
D10,2015-06-22,2441.6
D10,2015-06-23,2445.6
D10,2015-06-24,2430.3
D10,2015-06-25,2451.5
D10,2015-06-26,2422.1
D10,2015-06-27,2378.5
D10,2015-06-28,2407.1
D10,2015-06-29,2372.2
D10,2015-06-30,2353.7
D10,2015-07-01,2316.1
D10,2015-07-02,2296.6
D10,2015-07-03,2285.8
D10,2015-07-04,2267.9
D10,2015-07-05,2288.6
D10,2015-07-06,2321.4
D10,2015-07-07,2261.1
D10,2015-07-08,2236.1
D10,2015-07-09,2247.6
D10,2015-07-10,2282.2
D10,2015-07-11,2291.9
D10,2015-07-12,2292.1
D10,2015-07-13,2313.3
D10,2015-07-14,2306.7
D10,2015-07-15,2283.3
D10,2015-07-16,2238.2
D10,2015-07-17,2228.4
D10,2015-07-18,2190.3
D10,2015-07-19,2124
D10,2015-07-20,2107
D10,2015-07-21,2062.5
D10,2015-07-22,2067.7
D10,2015-07-23,2068.5
D10,2015-07-24,2010
D10,2015-07-25,1957.5
D10,2015-07-26,2003.4
D10,2015-07-27,1925.5
D10,2015-07-28,1936.6
D10,2015-07-29,1979.1
D10,2015-07-30,1992.8
D10,2015-07-31,1951.1
D10,2015-08-01,1980.7
D10,2015-08-02,1988.1
D10,2015-08-03,1972.3
D10,2015-08-04,2014.7
D10,2015-08-05,1994.7
D10,2015-08-06,1985.9
D10,2015-08-07,1984.4
D10,2015-08-08,1993.7
D10,2015-08-09,1908.7
D10,2015-08-10,1856.6
D10,2015-08-11,1913.1
D10,2015-08-12,1873.5
D10,2015-08-13,1891.6
D10,2015-08-14,1954.4
D10,2015-08-15,1977
D10,2015-08-16,1988.9
D10,2015-08-17,1969.4
D10,2015-08-18,1984.5
D10,2015-08-19,1999.2
D10,2015-08-20,1998.1
D10,2015-08-21,2054.1
D10,2015-08-22,2095.3
D10,2015-08-23,2090.9
D10,2015-08-24,2100.7
D10,2015-08-25,2133.4
D10,2015-08-26,2157.8
D10,2015-08-27,2169.5
D10,2015-08-28,2155.5
D10,2015-08-29,2160.2
D10,2015-08-30,2157.9
D10,2015-08-31,2167.2
D10,2015-09-01,2181.5
D10,2015-09-02,2199.4
D10,2015-09-03,2188.6
D10,2015-09-04,2184.8
D10,2015-09-05,2218.2
D10,2015-09-06,2259.8
D10,2015-09-07,2275.3
D10,2015-09-08,2248.7
D10,2015-09-09,2254.6
D10,2015-09-10,2235.5
D10,2015-09-11,2250
D10,2015-09-12,2271.9
D10,2015-09-13,2316.7
D10,2015-09-14,2294.1
D10,2015-09-15,2294.9
D10,2015-09-16,2315.2
D10,2015-09-17,2268.8
D10,2015-09-18,2283.8
D10,2015-09-19,2300.7
D10,2015-09-20,2318.2
D10,2015-09-21,2336
D10,2015-09-22,2306.4
D10,2015-09-23,2329.3
D10,2015-09-24,2356.9
D10,2015-09-25,2348.3
D10,2015-09-26,2338.3
D10,2015-09-27,2358.7
D10,2015-09-28,2352.4
D10,2015-09-29,2368.1
D10,2015-09-30,2361
D10,2015-10-01,2351.8
D10,2015-10-02,2349
D10,2015-10-03,2359.4
D10,2015-10-04,2342.2
D10,2015-10-05,2292.4
D10,2015-10-06,2291.6
D10,2015-10-07,2301.2
D10,2015-10-08,2272.8
D10,2015-10-09,2284.1
D10,2015-10-10,2272.4
D10,2015-10-11,2281.6
D10,2015-10-12,2299.1
D10,2015-10-13,2301.9
D10,2015-10-14,2292.8
D10,2015-10-15,2283.8
D10,2015-10-16,2278.9
D10,2015-10-17,2287.7
D10,2015-10-18,2275.3
D10,2015-10-19,2256.6
D10,2015-10-20,2267.4
D10,2015-10-21,2290.1
D10,2015-10-22,2315.3
D10,2015-10-23,2366.6
D10,2015-10-24,2366.7
D10,2015-10-25,2359.6
D10,2015-10-26,2373.7
D10,2015-10-27,2350.2
D10,2015-10-28,2360.7
D10,2015-10-29,2355.5
D10,2015-10-30,2356.8
D10,2015-10-31,2359.1
D10,2015-11-01,2382.1
D10,2015-11-02,2381.2
D10,2015-11-03,2356.6
D10,2015-11-04,2332.7
D10,2015-11-05,2291.5
D10,2015-11-06,2272.2
D10,2015-11-07,2254.4
D10,2015-11-08,2271.4
D10,2015-11-09,2317.7
D10,2015-11-10,2326
D10,2015-11-11,2304.6
D10,2015-11-12,2321.9
D10,2015-11-13,2260.7
D10,2015-11-14,2243
D10,2015-11-15,2220.9
D10,2015-11-16,2281.5
D10,2015-11-17,2315.9
D10,2015-11-18,2353
D10,2015-11-19,2354.3
D10,2015-11-20,2334.6
D10,2015-11-21,2390.8
D10,2015-11-22,2418.8
D10,2015-11-23,2459.8
D10,2015-11-24,2479.8
D10,2015-11-25,2490.7
D10,2015-11-26,2501.3
D10,2015-11-27,2491.6
D10,2015-11-28,2486.1
D10,2015-11-29,2489.6
D10,2015-11-30,2489.7
D10,2015-12-01,2503.6
D10,2015-12-02,2506.2
D10,2015-12-03,2521.1
D10,2015-12-04,2527.7
D10,2015-12-05,2556.7
D10,2015-12-06,2535.5
D10,2015-12-07,2543.3
D10,2015-12-08,2495.6
D10,2015-12-09,2477.5
D10,2015-12-10,2451.2
D10,2015-12-11,2467.5
D10,2015-12-12,2472.6
D10,2015-12-13,2490.3
D10,2015-12-14,2485.1
D10,2015-12-15,2486.5
D10,2015-12-16,2496
D10,2015-12-17,2488.8
D10,2015-12-18,2478.5
D10,2015-12-19,2487
D10,2015-12-20,2464.7
D10,2015-12-21,2460
D10,2015-12-22,2453.6
D10,2015-12-23,2447.1
D10,2015-12-24,2482.2
D10,2015-12-25,2508.2
D10,2015-12-26,2492
D10,2015-12-27,2498.5
D10,2015-12-28,2469.6
D10,2015-12-29,2486
D10,2015-12-30,2490.5
D10,2015-12-31,2484.9
D10,2016-01-01,2483.6
D10,2016-01-02,2483.3
D10,2016-01-03,2469.9
D10,2016-01-04,2482.8
D10,2016-01-05,2450.2
D10,2016-01-06,2358.2
D10,2016-01-07,2396
D10,2016-01-08,2362.4
D10,2016-01-09,2356
D10,2016-01-10,2361.3
D10,2016-01-11,2356.1
D10,2016-01-12,2368.5
D10,2016-01-13,2340.4
D10,2016-01-14,2386.8
D10,2016-01-15,2397.9
D10,2016-01-16,2388.2
D10,2016-01-17,2394.5
D10,2016-01-18,2414.6
D10,2016-01-19,2421.8
D10,2016-01-20,2411.1
D10,2016-01-21,2397.4
D10,2016-01-22,2386.8
D10,2016-01-23,2386.4
D10,2016-01-24,2369
D10,2016-01-25,2396.1
D10,2016-01-26,2370.3
D10,2016-01-27,2362.8
D10,2016-01-28,2342.9
D10,2016-01-29,2336.5
D10,2016-01-30,2354.5
D10,2016-01-31,2353.2
D10,2016-02-01,2377.4
D10,2016-02-02,2371.3
D10,2016-02-03,2349.1
D10,2016-02-04,2317.4
D10,2016-02-05,2348.1
D10,2016-02-06,2328.8
D10,2016-02-07,2285.3
D10,2016-02-08,2285.9
D10,2016-02-09,2257.2
D10,2016-02-10,2271.8
D10,2016-02-11,2277.5
D10,2016-02-12,2249.9
D10,2016-02-13,2227.5
D10,2016-02-14,2216.1
D10,2016-02-15,2275.2
D10,2016-02-16,2251.7
D10,2016-02-17,2268.4
D10,2016-02-18,2312.8
D10,2016-02-19,2324.7
D10,2016-02-20,2330.9
D10,2016-02-21,2359
D10,2016-02-22,2357.2
D10,2016-02-23,2359.1
D10,2016-02-24,2376.3
D10,2016-02-25,2399.5
D10,2016-02-26,2411
D10,2016-02-27,2398.9
D10,2016-02-28,2417.2
D10,2016-02-29,2432.4
D10,2016-03-01,2389.7
D10,2016-03-02,2406.4
D10,2016-03-03,2357.3
D10,2016-03-04,2331
D10,2016-03-05,2352.4
D10,2016-03-06,2384.2
D10,2016-03-07,2422.3
D10,2016-03-08,2475.1
D10,2016-03-09,2497.4
D10,2016-03-10,2484.2
D10,2016-03-11,2493.3
D10,2016-03-12,2463.9
D10,2016-03-13,2434.5
D10,2016-03-14,2403.4
D10,2016-03-15,2426.4
D10,2016-03-16,2417.3
D10,2016-03-17,2431.9
D10,2016-03-18,2442.7
D10,2016-03-19,2416.3
D10,2016-03-20,2412.7
D10,2016-03-21,2433.6
D10,2016-03-22,2401.5
D10,2016-03-23,2411.2
D10,2016-03-24,2403.1
D10,2016-03-25,2406.4
D10,2016-03-26,2433.3
D10,2016-03-27,2437.6
D10,2016-03-28,2399
D10,2016-03-29,2393.4
D10,2016-03-30,2395.9
D10,2016-03-31,2403.4
D10,2016-04-01,2401.1
D10,2016-04-02,2403.9
D10,2016-04-03,2411.6
D10,2016-04-04,2424.3
D10,2016-04-05,2410
D10,2016-04-06,2418.7
D10,2016-04-07,2455.3
D10,2016-04-08,2523.1
D10,2016-04-09,2559
D10,2016-04-10,2550.9
D10,2016-04-11,2500.5
D10,2016-04-12,2501.9
D10,2016-04-13,2499.1
D10,2016-04-14,2491.8
D10,2016-04-15,2504.3
D10,2016-04-16,2508.8
D10,2016-04-17,2487.7
D10,2016-04-18,2488.1
D10,2016-04-19,2491.3
D10,2016-04-20,2525.8
D10,2016-04-21,2561.5
D10,2016-04-22,2540.4
D10,2016-04-23,2534.1
D10,2016-04-24,2556
D10,2016-04-25,2534.2
D10,2016-04-26,2542
D10,2016-04-27,2585.8
D10,2016-04-28,2579.9
D10,2016-04-29,2544
D10,2016-04-30,2572.9
D10,2016-05-01,2601
D10,2016-05-02,2630.7
D10,2016-05-03,2649.3
D10,2016-05-04,2631.8
D10,2016-05-05,2622.5
D10,2016-05-06,2620.1
